;Tweets;Label;step01;tokens;final_tokens;step02;finalText_str
30;"Setelah ditunda karena ((fun football)), Iwan Bule akhirnya diperiksa nih~

Apa aja materinya? Coba deh simak di ar… https://t.co/u18c1kuP2D";0;setelah ditunda karena fun football iwan bule akhirnya diperiksa nih apa aja materinya coba deh simak di ar couckupd;['setelah', 'ditunda', 'karena', 'fun', 'football', 'iwan', 'bule', 'akhirnya', 'diperiksa', 'nih', 'apa', 'aja', 'materinya', 'coba', 'deh', 'simak', 'di', 'ar', 'couckupd'];['setelah', 'ditunda', 'karena', 'fun', 'football', 'iwan', 'bule', 'akhirnya', 'diperiksa', 'nih', 'apa', 'aja', 'materinya', 'coba', 'deh', 'simak', 'di', 'ar', 'couckupd'];setelah ditunda karena fun football iwan bule akhirnya diperiksa nih apa aja materinya coba deh simak di ar couckupd;setelah ditunda karena fun football iwan bule akhirnya diperiksa nih apa aja materinya coba deh simak di ar couckupd
31;"Masa harus ditunda-tunda lagi seh heu~

| Narasi Daily https://t.co/OQMLHj8yB9";0;masa harus ditunda tunda lagi seh heu narasi daily cooqmlhjyb;['masa', 'harus', 'ditunda', 'tunda', 'lagi', 'seh', 'heu', 'narasi', 'daily', 'cooqmlhjyb'];['masa', 'harus', 'ditunda', 'tunda', 'lagi', 'seh', 'heu', 'narasi', 'daily', 'cooqmlhjyb'];masa harus ditunda tunda lagi seh heu narasi daily cooqmlhjyb;masa harus ditunda tunda lagi seh heu narasi daily cooqmlhjyb
32;Padahal yang kubutuhkan cuma realitas hidup indahku bersamanya. Kira-kira VR Quest Pro ini bisa bantu mewujudkan ng… https://t.co/7QqR36r3fk;0;padahal yang kubutuhkan cuma realitas hidup indahku bersamanya kira kira vr quest pro ini bisa bantu mewujudkan ng coqqrrfk;['padahal', 'yang', 'kubutuhkan', 'cuma', 'realitas', 'hidup', 'indahku', 'bersamanya', 'kira', 'kira', 'vr', 'quest', 'pro', 'ini', 'bisa', 'bantu', 'mewujudkan', 'ng', 'coqqrrfk'];['padahal', 'yang', 'kubutuhkan', 'cuma', 'realitas', 'hidup', 'indahku', 'bersamanya', 'kira', 'kira', 'vr', 'quest', 'pro', 'ini', 'bisa', 'bantu', 'mewujudkan', 'ng', 'coqqrrfk'];padahal yang kubutuhkan cuma realitas hidup indahku bersamanya kira kira vr quest pro ini bisa bantu mewujudkan ng coqqrrfk;padahal yang kubutuhkan cuma realitas hidup indahku bersamanya kira kira vr quest pro ini bisa bantu mewujudkan ng coqqrrfk
33;Impian Nanda untuk bertanding sepak bola dengan kawannya, Revano sirna. Semua itu harus pupus karena satu hal: Peri… https://t.co/HJmUfvh161;0;impian nanda untuk bertanding sepak bola dengan kawannya revano sirna semua itu harus pupus karena satu hal peri cohjmufvh;['impian', 'nanda', 'untuk', 'bertanding', 'sepak', 'bola', 'dengan', 'kawannya', 'revano', 'sirna', 'semua', 'itu', 'harus', 'pupus', 'karena', 'satu', 'hal', 'peri', 'cohjmufvh'];['impian', 'nanda', 'untuk', 'bertanding', 'sepak', 'bola', 'dengan', 'kawannya', 'revano', 'sirna', 'semua', 'itu', 'harus', 'pupus', 'karena', 'satu', 'hal', 'peri', 'cohjmufvh'];impian nanda untuk bertanding sepak bola dengan kawannya revano sirna semua itu harus pupus karena satu hal peri cohjmufvh;impian nanda untuk bertanding sepak bola dengan kawannya revano sirna semua itu harus pupus karena satu hal peri cohjmufvh
34;"Selain itu, lokasi kantor Satlantas Polres Bintan dengan pemukiman masyarakat lumayan jauh.

Nantinya, pemohon SIM… https://t.co/d1EI2ZpaXJ";0;selain itu lokasi kantor satlantas polres bintan dengan pemukiman masyarakat lumayan jauh nantinya pemohon sim codeizpa;['selain', 'itu', 'lokasi', 'kantor', 'satlantas', 'polres', 'bintan', 'dengan', 'pemukiman', 'masyarakat', 'lumayan', 'jauh', 'nantinya', 'pemohon', 'sim', 'codeizpa'];['selain', 'itu', 'lokasi', 'kantor', 'satlantas', 'polres', 'bintan', 'dengan', 'pemukiman', 'masyarakat', 'lumayan', 'jauh', 'nantinya', 'pemohon', 'sim', 'codeizpa'];selain itu lokasi kantor satlantas polres bintan dengan pemukiman masyarakat lumayan jauh nantinya pemohon sim codeizpa;selain itu lokasi kantor satlantas polres bintan dengan pemukiman masyarakat lumayan jauh nantinya pemohon sim codeizpa
35;"“Nanti kita akan jemput menggunakan bus,” jelas Kasat Lantas Polres Bintan AKP Khapandi.

Layanan antar jemput peng… https://t.co/F41AN6JucP";0;nanti kita akan jemput menggunakan bus jelas kasat lantas polres bintan akp khapandi layanan antar jemput peng cofanjucp;['nanti', 'kita', 'akan', 'jemput', 'menggunakan', 'bus', 'jelas', 'kasat', 'lantas', 'polres', 'bintan', 'akp', 'khapandi', 'layanan', 'antar', 'jemput', 'peng', 'cofanjucp'];['nanti', 'kita', 'akan', 'jemput', 'menggunakan', 'bus', 'jelas', 'kasat', 'lantas', 'polres', 'bintan', 'akp', 'khapandi', 'layanan', 'antar', 'jemput', 'peng', 'cofanjucp'];nanti kita akan jemput menggunakan bus jelas kasat lantas polres bintan akp khapandi layanan antar jemput peng cofanjucp;nanti kita akan jemput menggunakan bus jelas kasat lantas polres bintan akp khapandi layanan antar jemput peng cofanjucp
36;Satlantas Polres Bintan membuat pelayanan baru berupa antar-jemput untuk masyarakat yang hendak melakukan pengurusa… https://t.co/SntsKZ8iAy;0;satlantas polres bintan membuat pelayanan baru berupa antar jemput untuk masyarakat yang hendak melakukan pengurusa cosntskziay;['satlantas', 'polres', 'bintan', 'membuat', 'pelayanan', 'baru', 'berupa', 'antar', 'jemput', 'untuk', 'masyarakat', 'yang', 'hendak', 'melakukan', 'pengurusa', 'cosntskziay'];['satlantas', 'polres', 'bintan', 'membuat', 'pelayanan', 'baru', 'berupa', 'antar', 'jemput', 'untuk', 'masyarakat', 'yang', 'hendak', 'melakukan', 'pengurusa', 'cosntskziay'];satlantas polres bintan membuat pelayanan baru berupa antar jemput untuk masyarakat yang hendak melakukan pengurusa cosntskziay;satlantas polres bintan membuat pelayanan baru berupa antar jemput untuk masyarakat yang hendak melakukan pengurusa cosntskziay
37;"Tapi kalo dibayangin agak serem keknya yha🙈

| Narasi Daily https://t.co/CQjC6SDIrU";0;tapi kalo dibayangin agak serem keknya yha narasi daily cocqjcsdiru;['tapi', 'kalo', 'dibayangin', 'agak', 'serem', 'keknya', 'yha', 'narasi', 'daily', 'cocqjcsdiru'];['tapi', 'kalo', 'dibayangin', 'agak', 'serem', 'keknya', 'yha', 'narasi', 'daily', 'cocqjcsdiru'];tapi kalo dibayangin agak serem keknya yha narasi daily cocqjcsdiru;tapi kalo dibayangin agak serem keknya yha narasi daily cocqjcsdiru
38;"Kalau di sini polisinya patroli pakai tuktuk gimana ya, gengs? 🤔

| Narasi Daily https://t.co/HXiBi1tg6L";0;kalau di sini polisinya patroli pakai tuktuk gimana ya gengs narasi daily co;['kalau', 'di', 'sini', 'polisinya', 'patroli', 'pakai', 'tuktuk', 'gimana', 'ya', 'gengs', 'narasi', 'daily', 'co'];['kalau', 'di', 'sini', 'polisinya', 'patroli', 'pakai', 'tuktuk', 'gimana', 'ya', 'gengs', 'narasi', 'daily', 'co'];kalau di sini polisinya patroli pakai tuktuk gimana ya gengs narasi daily co;kalau di sini polisinya patroli pakai tuktuk gimana ya gengs narasi daily co
39;Survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi Kanjuruhan. Mau ngeles… https://t.co/2Gvq14ulS6;0;survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi kanjuruhan mau ngeles cogvquls;['survei', 'juga', 'bilang', 'polisi', 'dan', 'penyelenggara', 'liga', 'yang', 'paling', 'bertanggung', 'jawab', 'atas', 'tragedi', 'kanjuruhan', 'mau', 'ngeles', 'cogvquls'];['survei', 'juga', 'bilang', 'polisi', 'dan', 'penyelenggara', 'liga', 'yang', 'paling', 'bertanggung', 'jawab', 'atas', 'tragedi', 'kanjuruhan', 'mau', 'ngeles', 'cogvquls'];survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi kanjuruhan mau ngeles cogvquls;survei juga bilang polisi dan penyelenggara liga yang paling bertanggung jawab atas tragedi kanjuruhan mau ngeles cogvquls
40;Salah satu tersangka, AKP Irfan widyanto menutup sidang obstruction of justice Rabu (19/10). Pihaknya bakal membawa… https://t.co/u5rV003mWp;0;salah satu tersangka akp irfan widyanto menutup sidang obstruction of justice rabu   pihaknya bakal membawa courvmwp;['salah', 'satu', 'tersangka', 'akp', 'irfan', 'widyanto', 'menutup', 'sidang', 'obstruction', 'of', 'justice', 'rabu', 'pihaknya', 'bakal', 'membawa', 'courvmwp'];['salah', 'satu', 'tersangka', 'akp', 'irfan', 'widyanto', 'menutup', 'sidang', 'obstruction', 'of', 'justice', 'rabu', 'pihaknya', 'bakal', 'membawa', 'courvmwp'];salah satu tersangka akp irfan widyanto menutup sidang obstruction of justice rabu pihaknya bakal membawa courvmwp;salah satu tersangka akp irfan widyanto menutup sidang obstruction of justice rabu pihaknya bakal membawa courvmwp
41;"Jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan.

Ada tiga zat berbahaya dalam obat sir… https://t.co/AoYQYqPnu4";0;jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan ada tiga zat berbahaya dalam obat sir coaoyqyqpnu;['jumlah', 'korban', 'gagal', 'ginjal', 'akut', 'yang', 'menyerang', 'balita', 'makin', 'mengkhawatirkan', 'ada', 'tiga', 'zat', 'berbahaya', 'dalam', 'obat', 'sir', 'coaoyqyqpnu'];['jumlah', 'korban', 'gagal', 'ginjal', 'akut', 'yang', 'menyerang', 'balita', 'makin', 'mengkhawatirkan', 'ada', 'tiga', 'zat', 'berbahaya', 'dalam', 'obat', 'sir', 'coaoyqyqpnu'];jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan ada tiga zat berbahaya dalam obat sir coaoyqyqpnu;jumlah korban gagal ginjal akut yang menyerang balita makin mengkhawatirkan ada tiga zat berbahaya dalam obat sir coaoyqyqpnu
42;"Serem banget drone ‘Kamikaze’ Rusia, sekali mengunci target bakal sulit lepas 😮 

| Tech It Easy https://t.co/rTx3LrbvZj";0;serem banget drone kamikaze rusia sekali mengunci target bakal sulit lepas tech it easy cort;['serem', 'banget', 'drone', 'kamikaze', 'rusia', 'sekali', 'mengunci', 'target', 'bakal', 'sulit', 'lepas', 'tech', 'it', 'easy', 'cort'];['serem', 'banget', 'drone', 'kamikaze', 'rusia', 'sekali', 'mengunci', 'target', 'bakal', 'sulit', 'lepas', 'tech', 'it', 'easy', 'cort'];serem banget drone kamikaze rusia sekali mengunci target bakal sulit lepas tech it easy cort;serem banget drone kamikaze rusia sekali mengunci target bakal sulit lepas tech it easy cort
43;Aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi. Ada juga kekhawatiran soal impleme… https://t.co/ugLGfhEsHT;0;aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi ada juga kekhawatiran soal impleme couglgfhesht;['aturan', 'ini', 'diprotes', 'banyak', 'pihak', 'karena', 'dinilai', 'mengekang', 'kebebasan', 'berekspresi', 'ada', 'juga', 'kekhawatiran', 'soal', 'impleme', 'couglgfhesht'];['aturan', 'ini', 'diprotes', 'banyak', 'pihak', 'karena', 'dinilai', 'mengekang', 'kebebasan', 'berekspresi', 'ada', 'juga', 'kekhawatiran', 'soal', 'impleme', 'couglgfhesht'];aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi ada juga kekhawatiran soal impleme couglgfhesht;aturan ini diprotes banyak pihak karena dinilai mengekang kebebasan berekspresi ada juga kekhawatiran soal impleme couglgfhesht
44;Kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di Indonesia mencapai 206 orang.… https://t.co/FG8fcRGWdu;0;kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di indonesia mencapai   orang cofgfcrgwdu;['kemenkes', 'melaporkan', 'total', 'kumulatif', 'kasus', 'gangguan', 'ginjal', 'akut', 'progresif', 'atipikal', 'di', 'indonesia', 'mencapai', 'orang', 'cofgfcrgwdu'];['kemenkes', 'melaporkan', 'total', 'kumulatif', 'kasus', 'gangguan', 'ginjal', 'akut', 'progresif', 'atipikal', 'di', 'indonesia', 'mencapai', 'orang', 'cofgfcrgwdu'];kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di indonesia mencapai orang cofgfcrgwdu;kemenkes melaporkan total kumulatif kasus gangguan ginjal akut progresif atipikal di indonesia mencapai orang cofgfcrgwdu
45;Australia tadinya mengakui Yerusalem sebagai ibu kota Israel, sekarang balik mengakui kalau ibu kota Israel itu Tel… https://t.co/poRVeYm0L9;1;australia tadinya mengakui yerusalem sebagai ibu kota israel sekarang balik mengakui kalau ibu kota israel itu tel coporveyml;['australia', 'tadinya', 'mengakui', 'yerusalem', 'sebagai', 'ibu', 'kota', 'israel', 'sekarang', 'balik', 'mengakui', 'kalau', 'ibu', 'kota', 'israel', 'itu', 'tel', 'coporveyml'];['australia', 'tadinya', 'mengakui', 'yerusalem', 'sebagai', 'ibu', 'kota', 'israel', 'sekarang', 'balik', 'mengakui', 'kalau', 'ibu', 'kota', 'israel', 'itu', 'tel', 'coporveyml'];australia tadinya mengakui yerusalem sebagai ibu kota israel sekarang balik mengakui kalau ibu kota israel itu tel coporveyml;australia tadinya mengakui yerusalem sebagai ibu kota israel sekarang balik mengakui kalau ibu kota israel itu tel coporveyml
46;"Masih ada aja ya guru aniaya murid di sekolah, padahal harusnya tuh tahu kalo itu melanggar hukum. 🤦🏼

| Narasi Dai… https://t.co/BbkmDkB3Om";0;masih ada aja ya guru aniaya murid di sekolah padahal harusnya tuh tahu kalo itu melanggar hukum narasi dai cobbkmdkbom;['masih', 'ada', 'aja', 'ya', 'guru', 'aniaya', 'murid', 'di', 'sekolah', 'padahal', 'harusnya', 'tuh', 'tahu', 'kalo', 'itu', 'melanggar', 'hukum', 'narasi', 'dai', 'cobbkmdkbom'];['masih', 'ada', 'aja', 'ya', 'guru', 'aniaya', 'murid', 'di', 'sekolah', 'padahal', 'harusnya', 'tuh', 'tahu', 'kalo', 'itu', 'melanggar', 'hukum', 'narasi', 'dai', 'cobbkmdkbom'];masih ada aja ya guru aniaya murid di sekolah padahal harusnya tuh tahu kalo itu melanggar hukum narasi dai cobbkmdkbom;masih ada aja ya guru aniaya murid di sekolah padahal harusnya tuh tahu kalo itu melanggar hukum narasi dai cobbkmdkbom
47;"Ferdy Sambo menegaskan “pastikan semua sudah bersih”. 

Ckckck semudah itu memusnahkan barang bukti 😟
https://t.co/XG033FgsRW";1;ferdy sambo menegaskan pastikan semua sudah bersih ckckck semudah itu memusnahkan barang bukti co;['ferdy', 'sambo', 'menegaskan', 'pastikan', 'semua', 'sudah', 'bersih', 'ckckck', 'semudah', 'itu', 'memusnahkan', 'barang', 'bukti', 'co'];['ferdy', 'sambo', 'menegaskan', 'pastikan', 'semua', 'sudah', 'bersih', 'ckckck', 'semudah', 'itu', 'memusnahkan', 'barang', 'bukti', 'co'];ferdy sambo menegaskan pastikan semua sudah bersih ckckck semudah itu memusnahkan barang bukti co;ferdy sambo menegaskan pastikan semua sudah bersih ckckck semudah itu memusnahkan barang bukti co
48;"Segitu banyak video yang beredar di media sosial kurang ya? 🙄
 
Tonton #NarasiPagi di https://t.co/rZFjt9WZDr | Nar… https://t.co/bdHvyHQrzr";0;segitu banyak video yang beredar di media sosial kurang ya tonton di corzfjtwzdr nar cobdhvyhqrzr;['segitu', 'banyak', 'video', 'yang', 'beredar', 'di', 'media', 'sosial', 'kurang', 'ya', 'tonton', 'di', 'corzfjtwzdr', 'nar', 'cobdhvyhqrzr'];['segitu', 'banyak', 'video', 'yang', 'beredar', 'di', 'media', 'sosial', 'kurang', 'ya', 'tonton', 'di', 'corzfjtwzdr', 'nar', 'cobdhvyhqrzr'];segitu banyak video yang beredar di media sosial kurang ya tonton di corzfjtwzdr nar cobdhvyhqrzr;segitu banyak video yang beredar di media sosial kurang ya tonton di corzfjtwzdr nar cobdhvyhqrzr
49;Padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib… https://t.co/3gbb6pGxWJ;0;padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib cogbbpg;['padahal', 'banyak', 'banget', 'rekaman', 'video', 'di', 'media', 'sosial', 'yang', 'nunjukkin', 'beberapa', 'tembakan', 'gas', 'air', 'mata', 'diarahkan', 'ke', 'trib', 'cogbbpg'];['padahal', 'banyak', 'banget', 'rekaman', 'video', 'di', 'media', 'sosial', 'yang', 'nunjukkin', 'beberapa', 'tembakan', 'gas', 'air', 'mata', 'diarahkan', 'ke', 'trib', 'cogbbpg'];padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib cogbbpg;padahal banyak banget rekaman video di media sosial yang nunjukkin beberapa tembakan gas air mata diarahkan ke trib cogbbpg
50;Dalam surat dakwaan, amplop berisi uang Rp1 miliar itu udah dikasih ke Bharada Eliezer tapi akhirnya diambil lagi o… https://t.co/2bYMS4o65b;1;dalam surat dakwaan amplop berisi uang rp miliar itu udah dikasih ke bharada eliezer tapi akhirnya diambil lagi cobymsob;['dalam', 'surat', 'dakwaan', 'amplop', 'berisi', 'uang', 'rp', 'miliar', 'itu', 'udah', 'dikasih', 'ke', 'bharada', 'eliezer', 'tapi', 'akhirnya', 'diambil', 'lagi', 'cobymsob'];['dalam', 'surat', 'dakwaan', 'amplop', 'berisi', 'uang', 'rp', 'miliar', 'itu', 'udah', 'dikasih', 'ke', 'bharada', 'eliezer', 'tapi', 'akhirnya', 'diambil', 'lagi', 'cobymsob'];dalam surat dakwaan amplop berisi uang rp miliar itu udah dikasih ke bharada eliezer tapi akhirnya diambil lagi cobymsob;dalam surat dakwaan amplop berisi uang rp miliar itu udah dikasih ke bharada eliezer tapi akhirnya diambil lagi cobymsob
51;Dalam sidang obstruction of justice hari ini, pengacara dari Hendra Kurniawan juga tak mengajukan eksepsi atas dakw… https://t.co/F0ucQD2fMs;1;dalam sidang obstruction of justice hari ini pengacara dari hendra kurniawan juga tak mengajukan eksepsi atas dakw cofucqdfms;['dalam', 'sidang', 'obstruction', 'of', 'justice', 'hari', 'ini', 'pengacara', 'dari', 'hendra', 'kurniawan', 'juga', 'tak', 'mengajukan', 'eksepsi', 'atas', 'dakw', 'cofucqdfms'];['dalam', 'sidang', 'obstruction', 'of', 'justice', 'hari', 'ini', 'pengacara', 'dari', 'hendra', 'kurniawan', 'juga', 'tak', 'mengajukan', 'eksepsi', 'atas', 'dakw', 'cofucqdfms'];dalam sidang obstruction of justice hari ini pengacara dari hendra kurniawan juga tak mengajukan eksepsi atas dakw cofucqdfms;dalam sidang obstruction of justice hari ini pengacara dari hendra kurniawan juga tak mengajukan eksepsi atas dakw cofucqdfms
52;Api baru padam sekitar pukul 18.00 WIB dan dalam proses pendinginan. Dalam kebakaran ini, sejumlah 21 unit mobil pe… https://t.co/UIpmCEgyGI;0;api baru padam sekitar pukul     wib dan dalam proses pendinginan dalam kebakaran ini sejumlah   unit mobil pe couipmcegygi;['api', 'baru', 'padam', 'sekitar', 'pukul', 'wib', 'dan', 'dalam', 'proses', 'pendinginan', 'dalam', 'kebakaran', 'ini', 'sejumlah', 'unit', 'mobil', 'pe', 'couipmcegygi'];['api', 'baru', 'padam', 'sekitar', 'pukul', 'wib', 'dan', 'dalam', 'proses', 'pendinginan', 'dalam', 'kebakaran', 'ini', 'sejumlah', 'unit', 'mobil', 'pe', 'couipmcegygi'];api baru padam sekitar pukul wib dan dalam proses pendinginan dalam kebakaran ini sejumlah unit mobil pe couipmcegygi;api baru padam sekitar pukul wib dan dalam proses pendinginan dalam kebakaran ini sejumlah unit mobil pe couipmcegygi
53;Kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid. Pekerja bangunan melelehkan membran water-pr… https://t.co/ujwSOwkgiS;0;kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid pekerja bangunan melelehkan membran water pr coujwsowkgis;['kebakaran', 'ini', 'bermula', 'ketika', 'pekerja', 'bangunan', 'merenovasi', 'kubah', 'masjid', 'pekerja', 'bangunan', 'melelehkan', 'membran', 'water', 'pr', 'coujwsowkgis'];['kebakaran', 'ini', 'bermula', 'ketika', 'pekerja', 'bangunan', 'merenovasi', 'kubah', 'masjid', 'pekerja', 'bangunan', 'melelehkan', 'membran', 'water', 'pr', 'coujwsowkgis'];kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid pekerja bangunan melelehkan membran water pr coujwsowkgis;kebakaran ini bermula ketika pekerja bangunan merenovasi kubah masjid pekerja bangunan melelehkan membran water pr coujwsowkgis
54;Kubah Masjid Jakarta Islamic Center, Koja, Jakarta Utara hangus terbakar pada Rabu (19/10/2022). Kobaran api mulai… https://t.co/FwS1LEjld0;0;kubah masjid jakarta islamic center koja jakarta utara hangus terbakar pada rabu   kobaran api mulai cofwslejld;['kubah', 'masjid', 'jakarta', 'islamic', 'center', 'koja', 'jakarta', 'utara', 'hangus', 'terbakar', 'pada', 'rabu', 'kobaran', 'api', 'mulai', 'cofwslejld'];['kubah', 'masjid', 'jakarta', 'islamic', 'center', 'koja', 'jakarta', 'utara', 'hangus', 'terbakar', 'pada', 'rabu', 'kobaran', 'api', 'mulai', 'cofwslejld'];kubah masjid jakarta islamic center koja jakarta utara hangus terbakar pada rabu kobaran api mulai cofwslejld;kubah masjid jakarta islamic center koja jakarta utara hangus terbakar pada rabu kobaran api mulai cofwslejld
55;"Gimana nih menurutmu? Bakal efektif enggak penggunaan drone untuk tilang? 

Reply dong di bawah 👇

| Tech It Easy https://t.co/oZzAMGMW6d";0;gimana nih menurutmu bakal efektif enggak penggunaan drone untuk tilang reply dong di bawah tech it easy coozzamgmwd;['gimana', 'nih', 'menurutmu', 'bakal', 'efektif', 'enggak', 'penggunaan', 'drone', 'untuk', 'tilang', 'reply', 'dong', 'di', 'bawah', 'tech', 'it', 'easy', 'coozzamgmwd'];['gimana', 'nih', 'menurutmu', 'bakal', 'efektif', 'enggak', 'penggunaan', 'drone', 'untuk', 'tilang', 'reply', 'dong', 'di', 'bawah', 'tech', 'it', 'easy', 'coozzamgmwd'];gimana nih menurutmu bakal efektif enggak penggunaan drone untuk tilang reply dong di bawah tech it easy coozzamgmwd;gimana nih menurutmu bakal efektif enggak penggunaan drone untuk tilang reply dong di bawah tech it easy coozzamgmwd
56;Pesawat tempur Rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman. Kobaran apinya besar banget… https://t.co/a6459D5c1o;0;pesawat tempur rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman kobaran apinya besar banget coadco;['pesawat', 'tempur', 'rusia', 'yang', 'lagi', 'latihan', 'terbang', 'jatuh', 'dan', 'terbakar', 'di', 'daerah', 'pemukiman', 'kobaran', 'apinya', 'besar', 'banget', 'coadco'];['pesawat', 'tempur', 'rusia', 'yang', 'lagi', 'latihan', 'terbang', 'jatuh', 'dan', 'terbakar', 'di', 'daerah', 'pemukiman', 'kobaran', 'apinya', 'besar', 'banget', 'coadco'];pesawat tempur rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman kobaran apinya besar banget coadco;pesawat tempur rusia yang lagi latihan terbang jatuh dan terbakar di daerah pemukiman kobaran apinya besar banget coadco
57;"Semoga makin gencar deh transisi ke energi terbarukan, apalagi buat memenuhi kebutuhan listrik lokal.

Menurutmu gi… https://t.co/tdNeoq5PDR";0;semoga makin gencar deh transisi ke energi terbarukan apalagi buat memenuhi kebutuhan listrik lokal menurutmu gi cotdneoqpdr;['semoga', 'makin', 'gencar', 'deh', 'transisi', 'ke', 'energi', 'terbarukan', 'apalagi', 'buat', 'memenuhi', 'kebutuhan', 'listrik', 'lokal', 'menurutmu', 'gi', 'cotdneoqpdr'];['semoga', 'makin', 'gencar', 'deh', 'transisi', 'ke', 'energi', 'terbarukan', 'apalagi', 'buat', 'memenuhi', 'kebutuhan', 'listrik', 'lokal', 'menurutmu', 'gi', 'cotdneoqpdr'];semoga makin gencar deh transisi ke energi terbarukan apalagi buat memenuhi kebutuhan listrik lokal menurutmu gi cotdneoqpdr;semoga makin gencar deh transisi ke energi terbarukan apalagi buat memenuhi kebutuhan listrik lokal menurutmu gi cotdneoqpdr
58;"Polda Jawa Timur bilang autopsi korban Kanjuruhan batal karena keluarga tidak berekenan. 

https://t.co/JMyKN9bVGT";0;polda jawa timur bilang autopsi korban kanjuruhan batal karena keluarga tidak berekenan cojmyknbvgt;['polda', 'jawa', 'timur', 'bilang', 'autopsi', 'korban', 'kanjuruhan', 'batal', 'karena', 'keluarga', 'tidak', 'berekenan', 'cojmyknbvgt'];['polda', 'jawa', 'timur', 'bilang', 'autopsi', 'korban', 'kanjuruhan', 'batal', 'karena', 'keluarga', 'tidak', 'berekenan', 'cojmyknbvgt'];polda jawa timur bilang autopsi korban kanjuruhan batal karena keluarga tidak berekenan cojmyknbvgt;polda jawa timur bilang autopsi korban kanjuruhan batal karena keluarga tidak berekenan cojmyknbvgt
59;"Selain di Jabodetabek, banjir dan longsor di Bali juga memakan korban saking parahnya 😭😭

Banjir di mana-mana 😢 | N… https://t.co/dORuiAB7kp";0;selain di jabodetabek banjir dan longsor di bali juga memakan korban saking parahnya banjir di mana mana codoruiabkp;['selain', 'di', 'jabodetabek', 'banjir', 'dan', 'longsor', 'di', 'bali', 'juga', 'memakan', 'korban', 'saking', 'parahnya', 'banjir', 'di', 'mana', 'mana', 'codoruiabkp'];['selain', 'di', 'jabodetabek', 'banjir', 'dan', 'longsor', 'di', 'bali', 'juga', 'memakan', 'korban', 'saking', 'parahnya', 'banjir', 'di', 'mana', 'mana', 'codoruiabkp'];selain di jabodetabek banjir dan longsor di bali juga memakan korban saking parahnya banjir di mana mana codoruiabkp;selain di jabodetabek banjir dan longsor di bali juga memakan korban saking parahnya banjir di mana mana codoruiabkp
60;"Lindungi korban ❌
Lindungi tersangka ✅

https://t.co/zrbQxKB3Pi";1;lindungi korban lindungi tersangka cozrbq;['lindungi', 'korban', 'lindungi', 'tersangka', 'cozrbq'];['lindungi', 'korban', 'lindungi', 'tersangka', 'cozrbq'];lindungi korban lindungi tersangka cozrbq;lindungi korban lindungi tersangka cozrbq
61;"Pihak Bechi bilang, tuntutan 16 tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang. 

| Narasi Da… https://t.co/6U8gA4KLYe";1;pihak bechi bilang tuntutan   tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang narasi da cougaklye;['pihak', 'bechi', 'bilang', 'tuntutan', 'tahun', 'penjara', 'itu', 'hal', 'yang', 'sadis', 'dan', 'enggak', 'sesuai', 'sama', 'fakta', 'sidang', 'narasi', 'da', 'cougaklye'];['pihak', 'bechi', 'bilang', 'tuntutan', 'tahun', 'penjara', 'itu', 'hal', 'yang', 'sadis', 'dan', 'enggak', 'sesuai', 'sama', 'fakta', 'sidang', 'narasi', 'da', 'cougaklye'];pihak bechi bilang tuntutan tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang narasi da cougaklye;pihak bechi bilang tuntutan tahun penjara itu hal yang sadis dan enggak sesuai sama fakta sidang narasi da cougaklye
